"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[""William Crudup"",""William Gaither Crudup"",""Μπίλι Κράνταπ"",""빌리 크루덥""]","William Gaither Crudup (born July 8, 1968) is an American actor. He is a four-time Tony Award nominee, winning once for his performance in Tom Stoppard's play The Coast of Utopia in 2007. He has starred in numerous high-profile films, including Without Limits, Princess Mononoke, Almost Famous, Big Fish, Mission: Impossible III, Watchmen, Public Enemies, Spotlight, Jackie, The Stanford Prison Experiment, Justice League, and Alien: Covenant, in both lead and supporting roles. He has been nominated for an Independent Spirit Award for Best Male Lead for his performance in Jesus' Son, and received two Screen Actors Guild Award nominations as part of an ensemble cast for Almost Famous and Spotlight, winning for the latter.

Crudup starred in the streaming television series Gypsy (2017) and The Morning Show (2019), the latter of which earned him a Primetime Emmy Award and a Critics' Choice Television Award.","1968-07-08",,2,,8289,"nm0001082","Acting","Billy Crudup","Manhasset, New York, USA",20.647,"/2fuCSqWskRaHNBJQsfb0iDPfnWa.jpg"
false,"[""Майкл Фассбендер"",""マイケル・ファスベンダー"",""마이클 패스벤더"",""مايكل فاسبندر"",""ไมเคิล ฟาสเบนเดอร์"",""麥可·法斯賓達"",""Μάικλ Φασμπέντερ"",""Michael John Edward Fassbender""]","Michael Fassbender (born 2 April 1977) is a German-Irish actor and racing driver. He is the recipient of various accolades, including a Screen Actors Guild Award, a Critics' Choice Movie Award, and nominations for two Academy Awards, four British Academy Film Awards and three Golden Globe Awards.

Fassbender made his feature film debut as a Spartan warrior in the fantasy war epic 300 (2007). His earlier roles included various stage productions, as well as starring roles on television such as in the HBO miniseries Band of Brothers (2001) and the Sky One fantasy drama Hex (2004–05). He first came to prominence for his role as IRA volunteer Bobby Sands in Hunger (2008), for which he won a British Independent Film Award. Subsequent roles include the independent film Fish Tank (2009), as a Royal Marines lieutenant in Inglourious Basterds (2009), as Edward Rochester in the 2011 film adaptation of Jane Eyre, as Carl Jung in A Dangerous Method (2011), as the sentient android, David 8, in Ridley Scott's Prometheus (2012) and its sequel, Alien: Covenant (2017), and in the musical comedy-drama Frank (2014) as an eccentric musician loosely inspired by Frank Sidebottom.

Fassbender debuted as the Marvel Comics supervillain Magneto in X-Men: First Class (2011), and went on to share the role with Ian McKellen in X-Men: Days of Future Past (2014) before reprising it again in X-Men: Apocalypse (2016) and Dark Phoenix (2019). Also in 2011, his performance as a sex addict in Shame earned him the Volpi Cup for Best Actor at the Venice Film Festival and was nominated for Golden Globe and BAFTA Awards. His role as slave owner Edwin Epps in 12 Years a Slave (2013) was similarly praised, earning him his first Academy Award nomination for Best Supporting Actor. In the same year, Fassbender appeared in another Ridley Scott film, The Counselor. He portrayed the title role in the Danny Boyle-directed biopic Steve Jobs (2015), and played Macbeth in Justin Kurzel's adaptation of William Shakespeare's play. For the former, he received Academy Award, BAFTA, Golden Globe and SAG nominations. He also produced and starred in the Western Slow West (2015). In 2020, he was listed at number nine on The Irish Times list of Ireland's greatest film actors.

Fassbender began competing in auto racing in 2017 with the Ferrari Challenge. He currently races in the European Le Mans Series, driving for Proton Competition.","1977-04-02",,2,,17288,"nm1055413","Acting","Michael Fassbender","Heidelberg, Baden-Wurttemburg, Germany",18.734,"/44HPVHj1DijOuUe0zYuQfSZujKH.jpg"
false,"[""Винсент Д’Онофрио"",""Βίνσεντ Ντ' Ονόφριο"",""Vincent Phillip D'Onofrio"",""빈센트 도노프리오""]","Vincent D'Onofrio (born June 30, 1959) is an American actor, film producer, and singer.

He first gained attention for his role in Full Metal Jacket and for his role  on Law & Order: Criminal Intent.","1959-06-30",,2,,7132,"nm0000352","Acting","Vincent D'Onofrio","Bensonhurst, Brooklyn, New York City, New York, USA",21.54,"/qkyiLolEqYMGH25xD4sFIXAjZQB.jpg"
false,"[""ნიკ რობინსონი""]","Nicholas John ""Nick"" Robinson (born March 22, 1995) is an American actor. As a child, he appeared in stage productions of A Christmas Carol and Mame (both in 2008), following which he starred in the television sitcom Melissa & Joey (2010–2015). He went on play a supporting role in the highly successful science fiction film Jurassic World (2015) and took on lead roles in several teen dramas, including The Kings of Summer (2013), The 5th Wave (2016), and Everything, Everything (2017). In 2018, Robinson starred as the titular protagonist Simon Spier in the romantic comedy-drama film Love, Simon.","1995-03-22",,2,,1108907,"nm3538718","Acting","Nick Robinson","Seattle, Washington, USA",20.806,"/mzYszYVPvTdirjkUueziWUHvye7.jpg"
false,"[""Τάι Σίμπκινς""]","Ty Keegan Simpkins (born August 6, 2001) is an American teen actor. His major film roles include Iron Man 3 (2013), alongside James Wan's horror stories Insidious its sequel Insidious: Chapter 2, and Jurassic World (2015). He appeared with his real life sister, Ryan Simpkins, in the films Pride and Glory, Revolutionary Road, and Arcadia.

Description above from the Wikipedia Ty Simpkins licensed under CC-BY-SA, full list of contributors on Wikipedia.","2001-08-06",,2,,17181,"nm1339223","Acting","Ty Simpkins","New York, New York City, USA",19.023,"/chuAaHomh5zaHdVuFSMRqf2Tdhw.jpg"
false,"[""Тед Левайн""]","Frank Theodore ""Ted"" Levine (born May 29, 1957) is an American actor. He is known for his roles as Buffalo Bill in The Silence of the Lambs and Captain Leland Stottlemeyer in the television series Monk.","1957-05-29",,2,,15854,"nm0505971","Acting","Ted Levine","Parma, Ohio, USA",28.032,"/lKn8Smh11rWPZbrtkTpp2KEnRAk.jpg"
false,"[""Тоби Джонс"",""토비 존스""]","Toby Edward H. Jones  (born 7 September 1966) is an English actor and voice artist.","1966-09-07",,2,,13014,"nm0429363","Acting","Toby Jones","Hammersmith, London, England, UK",13.833,"/1qNisdp4f1KstdfvAgYXMdrhwfk.jpg"
false,"[""Рейф Сполл"",""拉菲·斯波""]","Rafe Joseph Spall is an English actor on both stage and screen. He is perhaps best known for his roles in BBC's The Shadow Line, Channel 4's Pete versus Life, One Day, Anonymous, and the Ridley Scott film Prometheus. He played writer Yann Martel in the 2012 film Life of Pi.","1983-03-10",,2,,28847,"nm1245863","Acting","Rafe Spall","East Dulwich, London, England, UK",19.521,"/zcqUqAvO7RQnitcCNNfTVPaiQtS.jpg"
false,"[""克里斯·普瑞特"",""Крис Пратт"",""Крис Прэтт"",""クリス・プラット"",""คริส แพร็ตต์"",""크리스 프랫"",""كريس برات"",""Κρις Πρατ""]","Christopher Michael Pratt (born 21 June 1979) is an American actor, known for starring in both television and action films. He rose to prominence for his television roles, particularly in the NBC sitcom Parks and Recreation (2009–2015), for which he received critical acclaim and was nominated for the Critics' Choice Television Award for Best Supporting Actor in a Comedy Series in 2013. He also starred earlier in his career as Bright Abbott in The WB drama series Everwood (2002–2006) and had roles in Wanted (2008), Jennifer's Body (2009), Moneyball (2011), The Five-Year Engagement (2012), Zero Dark Thirty (2013), Delivery Man (2013), and Her (2013).

Pratt achieved leading man status in 2014, starring in two critically and commercially successful films: The Lego Movie as Emmet Brickowski, and Marvel Studios' Guardians of the Galaxy as Star-Lord. He starred in Jurassic World (2015) and Jurassic World: Fallen Kingdom (2018), and he reprised his Marvel role in Guardians of the Galaxy Vol. 2 (2017), Avengers: Infinity War (2018), Avengers: Endgame (2019), and the planned Guardians of the Galaxy Vol. 3. Meanwhile, in 2016 he was part of an ensemble cast in The Magnificent Seven and the male lead in Passengers.

Description above is from the Wikipedia article Chris Pratt, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1979-06-21",,2,,73457,"nm0695435","Acting","Chris Pratt","Virginia, Minnesota, USA",63.988,"/sOqspYtbmhIfFPaO6bfnAtg3sLU.jpg"
false,"[""Скарлетт Йоганссон"",""Скарлетт Йоханссон"",""스칼릿 조핸슨"",""سكارليت جوهانسون"",""史嘉蕾·喬韓森"",""สการ์เลตต์ โจแฮนส์สัน"",""スカーレット・ヨハンソン"",""斯嘉丽·约翰逊"",""스칼렛 요한슨"",""Σκάρλετ Τζοχάνσον"",""اسکارلت جوهانسون""]","Scarlett Ingrid Johansson (born November 22, 1984) is an American actress. The world's highest-paid actress in 2018 and 2019, she has featured multiple times on the Forbes Celebrity 100 list. Her films have grossed over $14.3 billion worldwide, making Johansson the ninth-highest-grossing box office star of all time. She has received various accolades, including a Tony Award and a British Academy Film Award, in addition to nominations for two Academy Awards and five Golden Globe Awards.

Johansson aspired to be an actress from an early age and first appeared on stage in an Off-Broadway play as a child actor. She made her film debut in the fantasy comedy North (1994), and gained early recognition for her roles in Manny & Lo (1996), The Horse Whisperer (1998), and Ghost World (2001). Johansson shifted to adult roles in 2003 with her performances in Lost in Translation, which won her a BAFTA Award for Best Actress, and Girl with a Pearl Earring. She was nominated for Golden Globe Awards for these films, and for playing a troubled teenager in the drama A Love Song for Bobby Long (2004) and a seductress in psychological thriller Match Point (2005). The latter was her first collaboration with Woody Allen, who later directed her in Scoop (2006) and Vicky Cristina Barcelona (2008).

Johansson's other works of this period include The Prestige (2006) and the albums Anywhere I Lay My Head (2008) and Break Up (2009), both of which charted on the Billboard 200. In 2010, Johansson debuted on Broadway in a revival of A View from the Bridge, which won her a Tony Award for Best Featured Actress, and began portraying Black Widow in the Marvel Cinematic Universe film Iron Man 2. She reprised the role in eight films, most recently in her solo feature Black Widow (2021), gaining global recognition for her performances. During this period, Johansson starred in the science fiction films Her (2013), Under the Skin (2013) and Lucy (2014).

She received two simultaneous Academy Award nominations—Best Actress and Best Supporting Actress—for the respective roles of an actress going through a divorce in the drama Marriage Story (2019) and a single mother in Nazi Germany in the satire Jojo Rabbit (2019). Labeled a sex symbol, Johansson has been referred to as one of the world's most attractive women by various media outlets. She is a prominent brand endorser and supports several charitable causes. Divorced from actor Ryan Reynolds and businessman Romain Dauriac, Johansson has been married to comedian Colin Jost since 2020. She has two children, one with Dauriac and another with Jost.","1984-11-22",,1,,1245,"nm0424060","Acting","Scarlett Johansson","New York City, New York, USA",45.119,"/6NsMbJXRlDZuDzatN2akFdGuTvx.jpg"
false,"[""مارك رافالو"",""마크 러펄로"",""マーク・ラファロ"",""Марк Руффало"",""马克·鲁法洛"",""Μαρκ Ράφαλο"",""馬克·盧法洛"",""Марк Раффало""]","Mark Alan Ruffalo (born November 22, 1967) is an American actor and producer. He began acting in the early 1990s and first gained recognition for his work in Kenneth Lonergan's play This Is Our Youth (1998) and drama film You Can Count On Me (2000). He went on to star in the romantic comedies 13 Going on 30 (2004) and Just like Heaven (2005) and the thrillers In the Cut (2003), Zodiac (2007) and Shutter Island (2010); and received a Tony Award nomination for his supporting role in the Broadway revival of Awake and Sing! in 2006. Ruffalo gained international recognition for playing Hulk in the Marvel Cinematic Universe superhero films The Avengers (2012), Iron Man 3 (2013), Avengers: Age of Ultron (2015), Thor: Ragnarok (2017), Avengers: Infinity War (2018), Captain Marvel (2019), Avengers: Endgame (2019), and Shang-Chi and the Legend of the Ten Rings (2021), as well as the upcoming Disney+ series She-Hulk (2022). Also in 2019, Ruffalo starred in and co-produced Dark Waters.

Ruffalo gained nominations for the Academy Award for Best Supporting Actor for playing a sperm-donor in the comedy-drama The Kids Are All Right (2010), Dave Schultz in the biopic Foxcatcher (2014), and Michael Rezendes in the drama Spotlight (2015). He won the Screen Actors Guild Award for Best Actor in a TV Movie for playing a gay writer and activist in the television drama film The Normal Heart (2015), and the Primetime Emmy Award for Outstanding Lead Actor in a Limited Series or Movie for his dual role in the miniseries I Know This Much Is True (2020). During his career, Ruffalo has been nominated for at least one Emmy, Grammy, Oscar and Tony award, one of a select group to have been nominated for all four awards.","1967-11-22",,2,,103,"nm0749263","Acting","Mark Ruffalo","Kenosha, Wisconsin, USA",21.586,"/z3dvKqMNDQWk3QLxzumloQVR0pv.jpg"
